WDBUF87J24X183669,20020,10043,60,7.88,2023-03-23
2GKALMEK2F6411379,20102,10084,60,10.26,2023-03-27
2G1WF52E059181328,20103,10003,30,7.77,2022-05-22
WDBUF87J24X183669,20003,10020,42,6.90,2018-05-07
JF1GE6A60CH206925,20047,10068,18,6.47,2023-02-21
2GKALMEK2F6411379,20107,10071,12,6.38,2021-01-11
3D7TT2CT8BG117921,20110,10052,30,6.89,2020-07-10
1GNKVJED1CJ340267,20011,10011,60,6.33,2019-05-17
1G1BC5SM2G7259363,20017,10023,54,4.34,2018-09-18
WDDNG7EB3AA306856,20075,10033,60,6.57,2020-01-23
1FMEU73E07UA69550,20107,10105,30,7.23,2022-08-08
WDBRF81J53F352141,20006,10043,66,11.35,2021-04-05
1GTEC14V4YE228962,20070,10012,30,4.90,2020-12-13
1FM5K8D81GGB92846,20095,10020,60,8.02,2019-06-27
2C3CDXBG6HH529674,20097,10048,60,10.52,2018-06-14
1G1BL52P7TR107873,20101,10071,18,11.29,2021-12-22
1G1BC5SM2G7259363,20036,10036,42,9.47,2023-03-18
1GNKVGKDXHJ111205,20084,10076,66,10.71,2018-11-06
3N1AB6AP4DL745369,20100,10111,42,7.53,2022-06-17
1N4AA6AV2JC379063,20093,10109,72,11.38,2019-01-03
JTHFN48Y020015474,20081,10105,54,7.19,2020-02-20
WBADW7C55CE730962,20043,10057,72,8.11,2022-04-02
2G1WF52E059181328,20051,10044,12,9.24,2019-10-22
WDDGF8BB8AF465796,20073,10012,54,10.47,2018-10-07
JTHFN48Y020015474,20101,10032,72,11.51,2021-06-05
3D7KU28D53G744361,20029,10094,12,8.12,2019-08-29
3VWRL71KX5M624255,20092,10055,54,8.42,2022-07-08
WBACD4323VAV46579,20108,10012,54,6.64,2020-06-08
WBADW7C55CE730962,20052,10094,12,8.26,2022-03-16
1FAHP2F87DG177357,20021,10025,24,5.77,2020-11-12
3D7KU28D53G744361,20103,10047,42,9.96,2021-07-11
1GTEC14V4YE228962,20062,10094,36,5.76,2018-12-18
1G6DW547XLR710376,20054,10013,66,9.16,2019-09-25
1GYS4CKJ7FR156314,20010,10071,30,11.06,2022-02-09
1G4GE5EV1AF270056,20103,10111,36,11.83,2020-01-12
1FTEX1C84AFB61715,20104,10110,42,5.39,2023-01-15
WDDNG7EB3AA306856,20106,10107,60,11.92,2019-07-01
JN1AZ4EH4FM446205,20052,10031,42,7.32,2018-05-15
WDBRF81J53F352141,20016,10029,6,10.02,2020-09-05
2G1WF52E059181328,20092,10015,54,10.47,2022-08-06
5NPD84LF9KH404781,20050,10100,42,11.12,2021-04-30
1G1BL52P7TR107873,20045,10072,54,8.58,2019-10-16
3D7TT2CT8BG117921,20066,10110,60,6.11,2018-08-26
1G8ZK5275XZ153317,20077,10109,6,8.86,2020-03-07
1FTEX1C84AFB61715,20068,10020,42,8.55,2021-08-04
1G8ZK5275XZ153317,20106,10033,18,9.29,2019-05-11
WDDGF8BB8AF465796,20073,10045,48,6.49,2022-04-17
5GZCZ23D44S823096,20054,10098,6,11.22,2020-05-10
5GZCZ23D64S886662,20101,10033,60,7.66,2018-06-27
JTDKDTB37A1358646,20005,10102,60,10.98,2023-02-10
2C3CDXHG6GH235239,20058,10104,66,6.06,2021-01-27
JTDKDTB37A1358646,20049,10071,12,7.34,2019-02-28
WBACD4323VAV46579,20053,10044,30,5.6,2020-10-01
5FNYF5H92LB023046,20110,10054,30,8.57,2022-06-26
3N1AB6AP4DL745369,20105,10101,36,8.72,2021-02-05
1GYS4CKJ7FR156314,20011,10025,6,8.53,2018-11-22
WDDGF8BB8AF465796,20078,10107,18,9.47,2023-03-05
2GTEK19B951178294,20056,10045,54,7.87,2020-12-24
5NPD84LF9KH404781,20057,10011,42,11.36,2019-07-19
2C3CDXHG6GH235239,20106,10025,54,7.77,2018-10-30
1HGCM66593A027660,20109,10105,36,7.17,2021-07-20
JTDKDTB37A1358646,20072,10095,60,10.38,2022-01-07
WDDGF8AB8EG146484,20022,10086,60,10.51,2019-08-14
WBACD4323VAV46579,20101,10081,6,5.5,2020-08-07
WUAPV54B43N903569,20010,10085,48,11.08,2022-03-11
WBADW7C55CE730962,20069,10048,66,6.74,2018-05-24
1FM5K8D81GGB92846,20103,10048,12,7.71,2021-06-22
2GTEK19B951178294,20097,10106,30,6.92,2019-09-01
1G6DW677570114710,20095,10110,6,10.33,2023-01-26
JF1GE6A60CH206925,20087,10102,66,9.28,2018-12-11
3D7KU28D53G744361,20076,10043,36,11.44,2022-07-29
1GTEC14V4YE228962,20028,10060,18,8.88,2020-02-09
WDBUF87J24X183669,20007,10070,54,8.76,2021-03-04
JTHBK1EG2A2431221,20055,10044,60,7.8,2019-04-25
5FNRL38458B124625,20105,10089,6,11.12,2023-02-25
3VWPL7AJ9DM672383,20111,10011,66,5.08,2020-06-02
3D7TT2CT8BG117921,20109,10044,54,5.43,2018-08-31
WDDGF8BB8AF465796,20101,10103,36,11.44,2022-04-24
WDDGF8AB8EG146484,20105,10029,12,5.18,2021-01-14
5GZCZ23D44S823096,20109,10081,24,5.11,2019-03-27
WUAPV54B43N903569,20106,10032,60,11.69,2020-10-20
1FTEX1C84AFB61715,20112,10085,54,5.48,2018-09-05
WV2ZZZ2KZ6X074902,20105,10027,42,10.08,2022-06-05
JTDKDTB37A1358646,20100,10048,48,9.63,2019-12-08
VF1AG462K24863452,20020,10112,48,10.28,2021-08-22
3VWRL71KX5M624255,20071,10022,48,9.81,2022-04-01
3D7TT2CT8BG117921,20022,10025,48,9.43,2021-01-11
WDDNG8EB3DA521052,20069,10009,48,9.29,2020-08-12
1G6DW677570114710,20083,10054,48,11.27,2019-10-28
1FT7W2BT6EEA88616,20043,10058,48,10.17,2023-02-07
3VWPL7AJ9DM672383,20013,10059,48,11.65,2019-04-08
1G8ZK5275XZ153317,20055,10111,48,5.58,2018-06-11
1FAHP2F87DG177357,20084,10106,48,5.46,2022-08-23
JN1AZ4EH4FM446205,20071,10057,48,9.56,2020-05-14
1GCHK29U43E183471,20031,10086,48,5.19,2019-09-17
1GNKVGKDXHJ111205,20097,10111,48,9.31,2018-02-22
1GYS4CKJ7FR156314,20079,10071,48,7.81,2020-11-02
1GNKVJED1CJ340267,20058,10011,48,9.23,2019-02-03
WDDNG7EB3AA306856,20023,10108,48,10.33,2021-06-14
JTDKDTB37A1358646,20062,10098,48,9.87,2022-09-10
1FMEU73E07UA69550,20025,10005,48,7.08,2019-05-28
WUAPV54B43N903569,20027,10011,48,9.89,2018-05-02
JF1GE6A60CH206925,20034,10045,48,11.73,2023-02-02
5FNRL38458B124625,20062,10050,48,9.73,2022-04-23
1B3EL36X13N544178,20056,10057,48,11.62,2019-10-22
WBADW7C55CE730962,20029,10033,48,9.11,2021-03-17
WBACD4323VAV46579,20038,10047,48,10.24,2018-09-01
3D7KU28D53G744361,20005,10101,48,9.12,2019-08-27
1GCHK29U43E183471,20043,10029,48,10.97,2022-08-30
WV2ZZZ2KZ6X074902,20010,10043,48,9.49,2022-12-06
1N4AA6AV2JC379063,20004,10025,48,5.28,2018-07-11
5GZCZ23D64S886662,20045,10006,48,5.97,2021-11-05
